date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:17:58	25314/25314	---M--	200	added ('OK')	image/jpeg	etag:%22a4f0db7b0cb41a3e13e8f015d066794d%22	https://res.cloudinary.com/luxuryp/videos/f_auto,q_auto,so_0,eo_0/davjiq4czhgnzqkv54yf/img_0250.jpg	C:/My%20Web%20Sites/web_builder_test/res.cloudinary.com/luxuryp/videos/f_auto,q_auto,so_0,eo_0/davjiq4czhgnzqkv54yf/img_0250.jpg	(from https://hansenpartners.net/)
10:17:58	1776/1776	---M-Z	200	added ('OK')	text/css	etag:W/%226f0-qUoFmzF4tK3sCeMoGs4oGaMAlaQ%22	https://cdn.jsdelivr.net/npm/slick-carousel@1.8.1/slick/slick.css	C:/My%20Web%20Sites/web_builder_test/cdn.jsdelivr.net/npm/slick-carousel@1.8.1/slick/slick.css	(from https://hansenpartners.net/services)
10:18:00	408118/408118	---MCZ	404	error ('Not%20Found')	text/html	etag:%22bc9f41faba88d83f738cdb3bcd8083b7%22	https://hansenpartners.net/null	C:/My%20Web%20Sites/web_builder_test/hansenpartners.net/null	(from https://hansenpartners.net/team)
10:18:01	474967/474967	---MCZ	200	added ('OK')	text/html	etag:%22db0537cf127acdbcf0c11a7bbada0ae4%22	https://hansenpartners.net/agent/julie-hansen	C:/My%20Web%20Sites/web_builder_test/hansenpartners.net/agent/julie-hansen.html	(from https://hansenpartners.net/team)
10:18:03	473254/473254	---MCZ	200	added ('OK')	text/html	etag:%228f9653c7320b3800f9abab28298c2e02%22	https://hansenpartners.net/agent/brett-hansen	C:/My%20Web%20Sites/web_builder_test/hansenpartners.net/agent/brett-hansen.html	(from https://hansenpartners.net/team)
10:18:03	313277/313277	---M-Z	200	added ('OK')	text/css	date:Mon,%2010%20Jan%202022%2018:30:52%20GMT	https://dh7ef6wfogkc9.cloudfront.net/assets/application-04e0c933bf4b10c2c991978b174729489e806b9049430a341935c04a8ceea682.css	C:/My%20Web%20Sites/web_builder_test/dh7ef6wfogkc9.cloudfront.net/assets/application-04e0c933bf4b10c2c991978b174729489e806b9049430a341935c04a8ceea682.css	(from https://hansenpartners.net/home-search/listings)
10:18:03	1087017/1087017	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2010%20Jan%202022%2018:30:54%20GMT	https://dh7ef6wfogkc9.cloudfront.net/assets/application-196d811de606e4fc7ae7e74f11c7f576a67cb44e3a2735af51d2cad70017fb69.js	C:/My%20Web%20Sites/web_builder_test/dh7ef6wfogkc9.cloudfront.net/assets/application-196d811de606e4fc7ae7e74f11c7f576a67cb44e3a2735af51d2cad70017fb69.js	(from https://hansenpartners.net/home-search/listings)
10:18:04	120711/120711	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2010%20Jan%202022%2018:32:05%20GMT	https://dh7ef6wfogkc9.cloudfront.net/packs/js/application-09278481d9a1f192c65f.js	C:/My%20Web%20Sites/web_builder_test/dh7ef6wfogkc9.cloudfront.net/packs/js/application-09278481d9a1f192c65f.js	(from https://hansenpartners.net/home-search/listings)
10:18:10	167549/167549	---MCZ	200	added ('OK')	text/html	etag:W/%22e3238916ffd767b78601f1e18ee2884a%22	https://hansenpartners.net/home-search/auth/sign_up	C:/My%20Web%20Sites/web_builder_test/hansenpartners.net/home-search/auth/sign_up.html	(from https://hansenpartners.net/home-search/listings)
10:18:28	435734/435734	---MCZ	200	added ('OK')	text/html	etag:%22884b31c84f0402c4204d8f2374cad837%22	https://hansenpartners.net/neighborhoods/livermore	C:/My%20Web%20Sites/web_builder_test/hansenpartners.net/neighborhoods/livermore.html	(from https://hansenpartners.net/neighborhoods)
10:18:30	436432/436432	---MCZ	200	added ('OK')	text/html	etag:%22c70670728665d3be50658ebf6ea5bf9c%22	https://hansenpartners.net/neighborhoods/pleasanton	C:/My%20Web%20Sites/web_builder_test/hansenpartners.net/neighborhoods/pleasanton.html	(from https://hansenpartners.net/neighborhoods)
10:18:31	435775/435775	---MCZ	200	added ('OK')	text/html	etag:%2231902ee42c7e461627f3a86dfa1c2b06%22	https://hansenpartners.net/neighborhoods/dublin	C:/My%20Web%20Sites/web_builder_test/hansenpartners.net/neighborhoods/dublin.html	(from https://hansenpartners.net/neighborhoods)
10:18:32	87070/87070	---MCZ	200	added ('OK')	application/javascript	etag:W/%220c36ecd8d63cc0202c87625167d546a4%22	https://embed.homebotapp.com/lgw/v1/widget.js	C:/My%20Web%20Sites/web_builder_test/embed.homebotapp.com/lgw/v1/widget.js	(from https://hansenpartners.net/home-valuation)
10:18:33	408118/408118	---MCZ	404	error ('Not%20Found')	text/html	etag:%22bc9f41faba88d83f738cdb3bcd8083b7%22	https://hansenpartners.net/about	C:/My%20Web%20Sites/web_builder_test/hansenpartners.net/about	(from https://hansenpartners.net/FeaturedListingHOA)
10:19:00	408118/408118	---MCZ	404	error ('Not%20Found')	text/html	etag:%22bc9f41faba88d83f738cdb3bcd8083b7%22	https://hansenpartners.net/agent/e	C:/My%20Web%20Sites/web_builder_test/hansenpartners.net/agent/e.35.delayed	(from https://hansenpartners.net/agent/julie-hansen)
10:19:02	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2010%20Jan%202022%2018:30:42%20GMT	https://dh7ef6wfogkc9.cloudfront.net/assets/fontawesome-webfont-7bfcab6db99d5cfbf1705ca0536ddc78585432cc5fa41bbd7ad0f009033b2979.eot	C:/My%20Web%20Sites/web_builder_test/dh7ef6wfogkc9.cloudfront.net/assets/fontawesome-webfont-7bfcab6db99d5cfbf1705ca0536ddc78585432cc5fa41bbd7ad0f009033b2979.eot	(from https://dh7ef6wfogkc9.cloudfront.net/assets/application-04e0c933bf4b10c2c991978b174729489e806b9049430a341935c04a8ceea682.css)
10:19:02	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2010%20Jan%202022%2018:30:42%20GMT	https://dh7ef6wfogkc9.cloudfront.net/assets/fontawesome-webfont-7bfcab6db99d5cfbf1705ca0536ddc78585432cc5fa41bbd7ad0f009033b2979.eot?	C:/My%20Web%20Sites/web_builder_test/dh7ef6wfogkc9.cloudfront.net/assets/fontawesome-webfont-7bfcab6db99d5cfbf1705ca0536ddc78585432cc5fa41bbd7ad0f009033b2979d41d.eot	(from https://dh7ef6wfogkc9.cloudfront.net/assets/application-04e0c933bf4b10c2c991978b174729489e806b9049430a341935c04a8ceea682.css)
10:19:03	77160/77160	---M--	200	added ('OK')	application/font-woff2	date:Mon,%2010%20Jan%202022%2018:30:42%20GMT	https://dh7ef6wfogkc9.cloudfront.net/assets/fontawesome-webfont-2adefcbc041e7d18fcf2d417879dc5a09997aa64d675b7a3c4b6ce33da13f3fe.woff2	C:/My%20Web%20Sites/web_builder_test/dh7ef6wfogkc9.cloudfront.net/assets/fontawesome-webfont-2adefcbc041e7d18fcf2d417879dc5a09997aa64d675b7a3c4b6ce33da13f3fe.woff2	(from https://dh7ef6wfogkc9.cloudfront.net/assets/application-04e0c933bf4b10c2c991978b174729489e806b9049430a341935c04a8ceea682.css)
10:19:03	98024/98024	---M--	200	added ('OK')	application/font-woff	date:Mon,%2010%20Jan%202022%2018:30:42%20GMT	https://dh7ef6wfogkc9.cloudfront.net/assets/fontawesome-webfont-ba0c59deb5450f5cb41b3f93609ee2d0d995415877ddfa223e8a8a7533474f07.woff	C:/My%20Web%20Sites/web_builder_test/dh7ef6wfogkc9.cloudfront.net/assets/fontawesome-webfont-ba0c59deb5450f5cb41b3f93609ee2d0d995415877ddfa223e8a8a7533474f07.woff	(from https://dh7ef6wfogkc9.cloudfront.net/assets/application-04e0c933bf4b10c2c991978b174729489e806b9049430a341935c04a8ceea682.css)
10:19:04	165548/165548	---M--	200	added ('OK')	application/octet-stream	date:Mon,%2010%20Jan%202022%2018:30:42%20GMT	https://dh7ef6wfogkc9.cloudfront.net/assets/fontawesome-webfont-aa58f33f239a0fb02f5c7a6c45c043d7a9ac9a093335806694ecd6d4edc0d6a8.ttf	C:/My%20Web%20Sites/web_builder_test/dh7ef6wfogkc9.cloudfront.net/assets/fontawesome-webfont-aa58f33f239a0fb02f5c7a6c45c043d7a9ac9a093335806694ecd6d4edc0d6a8.ttf	(from https://dh7ef6wfogkc9.cloudfront.net/assets/application-04e0c933bf4b10c2c991978b174729489e806b9049430a341935c04a8ceea682.css)
10:19:04	444379/444379	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2010%20Jan%202022%2018:30:42%20GMT	https://dh7ef6wfogkc9.cloudfront.net/assets/fontawesome-webfont-ad6157926c1622ba4e1d03d478f1541368524bfc46f51e42fe0d945f7ef323e4.svg	C:/My%20Web%20Sites/web_builder_test/dh7ef6wfogkc9.cloudfront.net/assets/fontawesome-webfont-ad6157926c1622ba4e1d03d478f1541368524bfc46f51e42fe0d945f7ef323e4.svg	(from https://dh7ef6wfogkc9.cloudfront.net/assets/application-04e0c933bf4b10c2c991978b174729489e806b9049430a341935c04a8ceea682.css)
10:19:04	1336814/1336814	---M--	200	added ('OK')	image/jpeg	date:Mon,%2010%20Jan%202022%2018:28:25%20GMT	https://dh7ef6wfogkc9.cloudfront.net/assets/home_desktop_2x-f2aa3071aa5634cf0a059b1642b226a03dde8440695ba696ca735734ffd86445.jpg	C:/My%20Web%20Sites/web_builder_test/dh7ef6wfogkc9.cloudfront.net/assets/home_desktop_2x-f2aa3071aa5634cf0a059b1642b226a03dde8440695ba696ca735734ffd86445.jpg	(from https://dh7ef6wfogkc9.cloudfront.net/assets/application-04e0c933bf4b10c2c991978b174729489e806b9049430a341935c04a8ceea682.css)
10:19:05	17045/17045	---M-Z	200	added ('OK')	text/html	etag:W/%22afc62bda5f26d83070db7bfb4f843956%22	https://hansenpartners.net/home-search/terms	C:/My%20Web%20Sites/web_builder_test/hansenpartners.net/home-search/terms.html	(from https://hansenpartners.net/home-search/auth/sign_up)
10:19:07	167108/167108	---M-Z	200	added ('OK')	text/html	etag:W/%2263990f8443c15e3cf62c0d179f6f21c1%22	https://hansenpartners.net/home-search/auth/sign_in	C:/My%20Web%20Sites/web_builder_test/hansenpartners.net/home-search/auth/sign_in.html	(from https://hansenpartners.net/home-search/auth/sign_up)
10:19:07	9543/9543	---M-Z	200	added ('OK')	application/javascript	etag:%22gz+kgT7yxdDemdAsvTEFpcAJ9jDYKvgaQz8V/wDzMNXIRw=%22	https://t.luxurypresence.com/divolte.js	C:/My%20Web%20Sites/web_builder_test/t.luxurypresence.com/divolte.js	(from https://hansenpartners.net/home-search/listings)
10:19:09	147830/147830	---M-Z	200	added ('OK')	text/html	etag:W/%228e123ffa082a1500c5467c882bd18913%22	https://hansenpartners.net/home-search/listings?search_type=place&omnibox=Livermore%2C%20CA%2C%20USA&place=Livermore&county=Alameda%20County&state=California&east=-121.6966412&west=-121.848077&north=37.7321959&south=37.6285721	C:/My%20Web%20Sites/web_builder_test/hansenpartners.net/home-search/listings9cb9.html	(from https://hansenpartners.net/neighborhoods/livermore)
10:19:10	408118/408118	---MCZ	404	error ('Not%20Found')	text/html	etag:%22bc9f41faba88d83f738cdb3bcd8083b7%22	https://hansenpartners.net/neighborhoods/e	C:/My%20Web%20Sites/web_builder_test/hansenpartners.net/neighborhoods/e	(from https://hansenpartners.net/neighborhoods/livermore)
10:19:12	144683/144683	---M-Z	200	added ('OK')	text/html	etag:W/%226c9a9ad06aa7d3cf7c0470307e99593e%22	https://hansenpartners.net/home-search/listings?search_type=place&omnibox=Pleasanton%2C%20CA%2C%20USA&place=Pleasanton&county=Alameda%20County&state=California&east=-121.7989176&west=-121.9549788&north=37.7030362&south=37.620058	C:/My%20Web%20Sites/web_builder_test/hansenpartners.net/home-search/listingsa325.html	(from https://hansenpartners.net/neighborhoods/pleasanton)
10:19:15	112652/112652	---M-Z	200	added ('OK')	text/html	etag:W/%22eedc29e0ec349e733ecdf4eb2a3ddceb%22	https://hansenpartners.net/home-search/listings?search_type=place&omnibox=Dublin%2C%20CA%2094568%2C%20USA&place=Dublin&county=Alameda%20County&state=California&postalcode=94568&east=-121.8324389&west=-121.9877977&north=37.74500810000001&south=37.6977573	C:/My%20Web%20Sites/web_builder_test/hansenpartners.net/home-search/listings7f87.html	(from https://hansenpartners.net/neighborhoods/dublin)
10:19:16	11615/11615	---M--	200	added ('OK')	image/png	etag:%2208524d7bd593ea84efc8be0a25534562%22	https://res.cloudinary.com/luxuryp/image/upload/v1588782941/luxury_presence_logo-11_k6ipbp.png	C:/My%20Web%20Sites/web_builder_test/res.cloudinary.com/luxuryp/image/upload/v1588782941/luxury_presence_logo-11_k6ipbp.png	(from https://hansenpartners.net/FeaturedListingHOA)
10:19:16	23/23	---M--	200	added ('OK')	text/plain	date:Mon,%2010%20Jan%202022%2018:28:25%20GMT	https://dh7ef6wfogkc9.cloudfront.net/robots.txt		(from https://dh7ef6wfogkc9.cloudfront.net/assets/application-04e0c933bf4b10c2c991978b174729489e806b9049430a341935c04a8ceea682.css)
10:19:17	6880/6880	---M-Z	200	added ('OK')	text/html	etag:W/%22a9fdca8d1fedc2c07f8a61febf696771%22	https://hansenpartners.net/home-search/auth/password/new	C:/My%20Web%20Sites/web_builder_test/hansenpartners.net/home-search/auth/password/new.html	(from https://hansenpartners.net/home-search/auth/sign_in)
10:19:18	167549/167549	---MCZ	200	added ('OK')	text/html	etag:W/%221e999692081d3058509669cf57f4b010%22	https://hansenpartners.net/home-search/auth/sign_up?kind=consumer	C:/My%20Web%20Sites/web_builder_test/hansenpartners.net/home-search/auth/sign_up39be.html	(from https://hansenpartners.net/home-search/auth/sign_in)
10:19:19	91/91	---M-Z	302	error ('Found')	text/html	date:Thu,%2013%20Jan%202022%2002:19:18%20GMT	https://hansenpartners.net/home-search/users/password.js?	C:/My%20Web%20Sites/web_builder_test/hansenpartners.net/home-search/users/password.45d41d.delayed	(from https://hansenpartners.net/home-search/auth/sign_in)
